Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,HDOP,Altitude,UTM_easting,UTM_northing,UTC,Zone,Letter
1696983383.3141735,0,983,0,GPS1_Frame,42.338858333333334,-71.088475,1.0,25.8,327954.53903053806,4689512.751758798,,19,T
1696983384.314201,0,984,0,GPS1_Frame,42.33884666666666,-71.08847,1.0,25.6,327954.9191216917,4689511.44614717,,19,T
1696983385.314646,0,985,0,GPS1_Frame,42.33883666666667,-71.088465,1.0,25.4,327955.30375850806,4689510.325606241,,19,T
1696983386.3140745,0,986,0,GPS1_Frame,42.33882666666667,-71.08846,1.0,25.2,327955.68839546235,4689509.205065336,,19,T
1696983387.31392,0,987,0,GPS1_Frame,42.338811666666665,-71.08846166666667,1.0,24.2,327955.5101826651,4689507.54280158,,19,T
1696983388.3136013,0,988,0,GPS1_Frame,42.33880166666666,-71.08845666666666,1.0,23.9,327955.8948198373,4689506.422260699,,19,T
1696983389.3128397,0,989,0,GPS1_Frame,42.33879166666667,-71.08845166666667,1.0,23.6,327956.2794571454,4689505.301719843,,19,T
1696983390.332463,0,990,0,GPS1_Frame,42.33878166666667,-71.08844833333333,1.0,23.4,327956.5267911671,4689504.18455128,,19,T
1696983391.3137455,0,991,0,GPS1_Frame,42.33877166666666,-71.08844333333333,1.0,23.3,327956.91142872523,4689503.064010469,,19,T
1696983392.3130367,0,992,0,GPS1_Frame,42.338763333333326,-71.08843666666667,1.0,23.4,327957.4379153241,4689502.125168105,,19,T
1696983393.3139222,0,993,0,GPS1_Frame,42.338755000000006,-71.08842833333333,1.0,23.3,327958.1017055562,4689501.182953551,,19,T
1696983394.3138254,0,994,0,GPS1_Frame,42.33874666666667,-71.08842,1.0,23.3,327958.7654959731,4689500.240739065,,19,T
1696983395.3330734,0,995,0,GPS1_Frame,42.33873833333334,-71.08841333333334,1.0,23.4,327959.29198305425,4689499.301896857,,19,T
1696983396.3338,0,996,0,GPS1_Frame,42.338730000000005,-71.08840666666667,1.0,23.5,327959.8184702862,4689498.363054694,,19,T
1696983397.3131454,0,997,0,GPS1_Frame,42.338721666666665,-71.08840000000001,1.0,23.5,327960.3449576668,4689497.424212577,,19,T
1696983398.332378,0,998,0,GPS1_Frame,42.33871333333333,-71.08839166666667,1.0,23.4,327961.008748769,4689496.481998328,,19,T
1696983399.3127172,0,999,0,GPS1_Frame,42.338705,-71.088385,1.0,23.3,327961.535236463,4689495.54315631,,19,T
1696983400.3316169,0,1000,0,GPS1_Frame,42.338696666666664,-71.08838,1.0,23.1,327961.9244206988,4689494.607686493,,19,T
1696983401.3133535,0,1001,0,GPS1_Frame,42.33869,-71.088375,1.0,23.0,327962.3181503413,4689493.85728737,,19,T
1696983402.3339238,0,1002,0,GPS1_Frame,42.33868333333333,-71.08836833333334,1.0,23.0,327962.849183711,4689493.103516132,,19,T
