Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,Fix_quality,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1697668611.4979608,1,51,40,GPS1_Frame,42.339288333333336,-71.08539166666667,4.51200008392334,5,0.8999999761581421,328209.72105340107,4689554.265818969,223651.40625,19,T
1697668612.4949224,2,52,40,GPS1_Frame,42.33929,-71.08539166666667,4.519000053405762,5,0.800000011920929,328209.72559225024,4689554.450889619,223652.40625,19,T
1697668613.4999843,3,53,40,GPS1_Frame,42.33929,-71.08539166666667,4.5229997634887695,5,0.800000011920929,328209.72559225024,4689554.450889619,223653.40625,19,T
1697668614.499029,4,54,40,GPS1_Frame,42.33929,-71.08539166666667,4.543000221252441,5,0.800000011920929,328209.72559225024,4689554.450889619,223654.40625,19,T
1697668615.5001767,5,55,40,GPS1_Frame,42.33929,-71.08539166666667,4.546999931335449,5,0.800000011920929,328209.72559225024,4689554.450889619,223655.40625,19,T
1697668616.496771,6,56,40,GPS1_Frame,42.33929,-71.08539166666667,4.559000015258789,5,0.800000011920929,328209.72559225024,4689554.450889619,223656.40625,19,T
1697668617.499691,7,57,40,GPS1_Frame,42.33929,-71.08539166666667,4.566999912261963,5,0.800000011920929,328209.72559225024,4689554.450889619,223657.40625,19,T
1697668618.4986935,8,58,40,GPS1_Frame,42.33929,-71.08539166666667,4.586999893188477,5,0.800000011920929,328209.72559225024,4689554.450889619,223658.40625,19,T
1697668619.4974797,9,59,40,GPS1_Frame,42.33929,-71.08539166666667,4.5980000495910645,5,0.800000011920929,328209.72559225024,4689554.450889619,223659.40625,19,T
1697668620.5006561,10,0,40,GPS1_Frame,42.33929,-71.08539166666667,4.610000133514404,5,0.800000011920929,328209.72559225024,4689554.450889619,223700.40625,19,T
1697668621.5010662,11,1,40,GPS1_Frame,42.33929,-71.08539166666667,4.613999843597412,5,0.800000011920929,328209.72559225024,4689554.450889619,223701.40625,19,T
1697668622.5054457,12,2,40,GPS1_Frame,42.33929,-71.08539166666667,4.620999813079834,5,0.800000011920929,328209.72559225024,4689554.450889619,223702.40625,19,T
1697668623.5038047,13,3,40,GPS1_Frame,42.33929,-71.08539166666667,4.639999866485596,5,0.800000011920929,328209.72559225024,4689554.450889619,223703.40625,19,T
1697668624.5054958,14,4,40,GPS1_Frame,42.33929,-71.08539166666667,4.642000198364258,5,0.800000011920929,328209.72559225024,4689554.450889619,223704.40625,19,T
1697668625.5033119,15,5,40,GPS1_Frame,42.33929,-71.08539166666667,4.666999816894531,5,0.800000011920929,328209.72559225024,4689554.450889619,223705.40625,19,T
1697668626.4979725,16,6,40,GPS1_Frame,42.33929,-71.08539166666667,4.684000015258789,5,0.800000011920929,328209.72559225024,4689554.450889619,223706.40625,19,T
1697668627.5001287,17,7,40,GPS1_Frame,42.33929,-71.08539166666667,4.688000202178955,5,0.8999999761581421,328209.72559225024,4689554.450889619,223707.40625,19,T
1697668628.5012844,18,8,40,GPS1_Frame,42.33929,-71.08539166666667,4.658999919891357,5,0.800000011920929,328209.72559225024,4689554.450889619,223708.40625,19,T
1697668629.502893,19,9,40,GPS1_Frame,42.33929,-71.08539166666667,4.632999897003174,5,0.800000011920929,328209.72559225024,4689554.450889619,223709.40625,19,T
1697668630.4958553,20,10,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.61299991607666,5,0.800000011920929,328209.73013109947,4689554.635960269,223710.40625,19,T
1697668631.5088744,21,11,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.5929999351501465,5,0.800000011920929,328209.73013109947,4689554.635960269,223711.40625,19,T
1697668632.4996827,22,12,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.568999767303467,5,0.800000011920929,328209.73013109947,4689554.635960269,223712.40625,19,T
1697668633.5045,23,13,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.552999973297119,5,0.800000011920929,328209.73013109947,4689554.635960269,223713.40625,19,T
1697668634.5100224,24,14,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.545000076293945,5,0.800000011920929,328209.73013109947,4689554.635960269,223714.40625,19,T
1697668635.500556,25,15,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.534999847412109,5,0.800000011920929,328209.73013109947,4689554.635960269,223715.40625,19,T
1697668636.5033913,26,16,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.517000198364258,5,0.800000011920929,328209.73013109947,4689554.635960269,223716.40625,19,T
1697668637.5008674,27,17,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.513999938964844,5,0.800000011920929,328209.73013109947,4689554.635960269,223717.40625,19,T
1697668638.4991443,28,18,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.500999927520752,5,0.800000011920929,328209.73013109947,4689554.635960269,223718.40625,19,T
1697668639.4991155,29,19,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.47599983215332,5,0.800000011920929,328209.73013109947,4689554.635960269,223719.40625,19,T
1697668640.500994,30,20,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.46999979019165,5,0.800000011920929,328209.73013109947,4689554.635960269,223720.40625,19,T
1697668641.499619,31,21,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.473999977111816,5,0.800000011920929,328209.73013109947,4689554.635960269,223721.40625,19,T
1697668642.505461,32,22,40,GPS1_Frame,42.33929166666667,-71.08539166666667,4.4720001220703125,5,0.800000011920929,328209.73013109947,4689554.635960269,223722.40625,19,T
