Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,Fix_quality,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1697669837.6999223,284,25,40,GPS1_Frame,42.33764,-71.08357833333334,17.554000854492188,5,2.0,328354.62100052694,4689367.568925043,230025.40625,19,T
1697669838.7069626,285,26,40,GPS1_Frame,42.33763666666667,-71.08358333333334,17.635000228881836,5,2.9000000953674316,328354.20001338015,4689367.208877035,230026.40625,19,T
1697669839.702477,286,27,40,GPS1_Frame,42.33763166666667,-71.08359,17.638999938964844,5,1.600000023841858,328353.63718552305,4689366.667122871,230027.40625,19,T
1697669840.7039902,287,28,40,GPS1_Frame,42.337628333333335,-71.083595,17.641000747680664,5,2.200000047683716,328353.21619827213,4689366.307074919,230028.40625,19,T
1697669841.704942,288,29,40,GPS1_Frame,42.337625,-71.08360166666667,17.48699951171875,5,1.7000000476837158,328352.6579050715,4689365.950391413,230029.40625,19,T
1697669842.6985955,289,30,40,GPS1_Frame,42.337621666666664,-71.08360833333333,17.312999725341797,5,1.7000000476837158,328352.0996118152,4689365.593707949,230030.40625,19,T
1697669843.707724,290,31,40,GPS1_Frame,42.33761833333333,-71.083615,17.222000122070312,5,1.7999999523162842,328351.5413185011,4689365.237024527,230031.40625,19,T
1697669844.7026467,291,32,40,GPS1_Frame,42.337615,-71.08362166666667,16.88800048828125,5,1.7999999523162842,328350.9830251272,4689364.88034115,230032.40625,19,T
1697669845.7046344,292,33,40,GPS1_Frame,42.33761166666667,-71.08362833333334,16.9689998626709,5,1.600000023841858,328350.4247316957,4689364.523657816,230033.40625,19,T
1697669846.7041705,293,34,40,GPS1_Frame,42.337608333333336,-71.083635,16.797000885009766,5,1.600000023841858,328349.8664382063,4689364.166974524,230034.40625,19,T
1697669847.6992693,294,35,40,GPS1_Frame,42.337605,-71.08364166666667,16.878000259399414,5,1.600000023841858,328349.30814466137,4689363.810291275,230035.40625,19,T
1697669848.7029681,295,36,40,GPS1_Frame,42.337601666666664,-71.08364833333333,16.634000778198242,5,1.600000023841858,328348.7498510586,4689363.453608069,230036.40625,19,T
1697669849.7034752,296,37,40,GPS1_Frame,42.33759833333333,-71.083655,16.55299949645996,5,1.5,328348.1915573961,4689363.096924906,230037.40625,19,T
1697669850.7039943,297,38,40,GPS1_Frame,42.337595,-71.08366166666667,16.58300018310547,5,1.5,328347.63326367585,4689362.7402417855,230038.40625,19,T
1697669851.7059247,298,39,40,GPS1_Frame,42.33759,-71.08366833333334,16.667999267578125,5,1.5,328347.07043495204,4689362.1984881265,230039.40625,19,T
1697669852.7077324,299,40,40,GPS1_Frame,42.33758666666667,-71.08367333333334,16.375999450683594,5,1.5,328346.64944709284,4689361.838440554,230040.40625,19,T
1697669853.7057612,300,41,40,GPS1_Frame,42.337581666666665,-71.08368166666666,16.308000564575195,5,1.5,328345.94931222446,4689361.300051518,230041.40625,19,T
1697669854.7019434,301,42,40,GPS1_Frame,42.33757833333333,-71.08368833333333,16.236000061035156,5,1.5,328345.3910182448,4689360.94336857,230042.40625,19,T
1697669855.7041316,302,43,40,GPS1_Frame,42.33757333333333,-71.083695,16.268999099731445,5,1.7999999523162842,328344.82818920497,4689360.40161508,230043.40625,19,T
1697669856.7046964,303,44,40,GPS1_Frame,42.33757,-71.08370166666667,16.283000946044922,5,1.7000000476837158,328344.2698950956,4689360.044932219,230044.40625,19,T
1697669857.701843,304,45,40,GPS1_Frame,42.337563333333335,-71.08370666666667,17.059999465942383,5,1.100000023841858,328343.83983690897,4689359.314743643,230045.40625,19,T
1697669858.7024932,305,46,40,GPS1_Frame,42.33755,-71.0837,20.43199920654297,5,1.100000023841858,328344.35278097773,4689357.820720639,230046.40625,19,T
1697669859.705651,306,47,40,GPS1_Frame,42.33754,-71.0837,22.07900047302246,5,1.2000000476837158,328344.32557091303,4689356.710297141,230047.40625,19,T
1697669860.7070153,307,48,40,GPS1_Frame,42.33753333333333,-71.08370333333333,23.202999114990234,5,1.7000000476837158,328344.03281866055,4689355.976743974,230048.40625,19,T
1697669861.7022247,308,49,40,GPS1_Frame,42.33753,-71.08371,23.172000885009766,5,2.799999952316284,328343.4745241751,4689355.620061166,230049.40625,19,T
1697669862.6987586,309,50,40,GPS1_Frame,42.33752666666667,-71.08371666666666,23.020999908447266,5,2.0,328342.9162296299,4689355.263378402,230050.40625,19,T
1697669863.6983948,310,51,40,GPS1_Frame,42.33752333333333,-71.08372333333334,22.89699935913086,5,2.799999952316284,328342.35793502687,4689354.906695679,230051.40625,19,T
1697669864.6990893,311,52,40,GPS1_Frame,42.337518333333335,-71.08372666666666,23.174999237060547,5,2.799999952316284,328342.0697175725,4689354.35821317,230052.40625,19,T
1697669865.6995542,312,53,40,GPS1_Frame,42.337515,-71.08373166666667,23.26099967956543,5,1.600000023841858,328341.6487289997,4689353.998165883,230053.40625,19,T
1697669866.7001567,313,54,40,GPS1_Frame,42.337511666666664,-71.08373833333333,23.084999084472656,5,1.600000023841858,328341.09043423337,4689353.6414832575,230054.40625,19,T
1697669867.69763,314,55,40,GPS1_Frame,42.33751,-71.08374333333333,23.052000045776367,5,1.600000023841858,328340.6739806691,4689353.466506608,230055.40625,19,T
1697669868.7060077,315,56,40,GPS1_Frame,42.33750833333333,-71.08375,22.788999557495117,5,1.7000000476837158,328340.1202209253,4689353.294894641,230056.40625,19,T
1697669869.6985092,316,57,40,GPS1_Frame,42.337505,-71.08375666666667,22.570999145507812,5,1.7000000476837158,328339.5619260195,4689352.938212134,230057.40625,19,T
1697669870.695976,317,58,40,GPS1_Frame,42.33750333333333,-71.08376333333334,22.434999465942383,5,1.600000023841858,328339.00816620095,4689352.766600252,230058.40625,19,T
1697669871.6998494,318,59,40,GPS1_Frame,42.3375,-71.08377,22.299999237060547,5,1.5,328338.4498711938,4689352.409917832,230059.40625,19,T
1697669872.7004907,319,0,40,GPS1_Frame,42.33749666666667,-71.08377666666667,22.197999954223633,5,1.5,328337.89157613105,4689352.0532354545,230100.40625,19,T
1697669873.707255,320,1,40,GPS1_Frame,42.337493333333335,-71.08378333333333,21.976999282836914,5,1.100000023841858,328337.3332810106,4689351.696553119,230101.40625,19,T
1697669874.7035537,321,2,40,GPS1_Frame,42.337493333333335,-71.08379333333333,20.947999954223633,5,1.0,328336.5094438467,4689351.7167414455,230102.40625,19,T
1697669875.695456,322,3,40,GPS1_Frame,42.337493333333335,-71.08380166666667,20.05900001525879,5,1.100000023841858,328335.8229128774,4689351.733565125,230103.40625,19,T
1697669876.6955807,323,4,40,GPS1_Frame,42.337493333333335,-71.08380833333334,19.25,5,1.100000023841858,328335.27368810086,4689351.747024116,230104.40625,19,T
1697669877.7012713,324,5,40,GPS1_Frame,42.337495,-71.08381333333334,18.513999938964844,5,1.0,328334.8663047726,4689351.942188972,230105.40625,19,T
1697669878.7006502,325,6,40,GPS1_Frame,42.337498333333336,-71.08381666666666,17.698999404907227,5,1.100000023841858,328334.60076291295,4689352.319059666,230106.40625,19,T
1697669879.701156,326,7,40,GPS1_Frame,42.33750333333333,-71.08382166666667,17.000999450683594,5,1.7999999523162842,328334.2024501799,4689352.884365726,230107.40625,19,T
1697669880.70571,327,8,40,GPS1_Frame,42.33750833333333,-71.08382666666667,16.499000549316406,5,1.7999999523162842,328333.80413751124,4689353.449671815,230108.40625,19,T
1697669881.7007515,328,9,40,GPS1_Frame,42.337515,-71.08383166666667,16.027000427246094,5,1.600000023841858,328333.41036020627,4689354.200048509,230109.40625,19,T
1697669882.7028983,329,10,40,GPS1_Frame,42.33752,-71.08383666666667,15.609999656677246,5,2.0,328333.01204768417,4689354.765354645,230110.40625,19,T
1697669883.7032151,330,11,40,GPS1_Frame,42.337525,-71.08384333333333,15.173999786376953,5,1.600000023841858,328332.4764291021,4689355.334025617,230111.40625,19,T
1697669884.7059824,331,12,40,GPS1_Frame,42.33753,-71.08384833333334,14.890999794006348,5,1.7000000476837158,328332.07811672403,4689355.899331813,230112.40625,19,T
1697669885.70725,332,13,40,GPS1_Frame,42.337535,-71.08385333333334,14.527999877929688,5,1.7000000476837158,328331.6798044125,4689356.464638031,230113.40625,19,T
1697669886.7095826,333,14,40,GPS1_Frame,42.33754166666667,-71.08385833333334,14.23799991607666,5,1.2999999523162842,328331.28602752276,4689357.215014862,230114.40625,19,T
1697669887.7075672,334,15,40,GPS1_Frame,42.33754666666667,-71.083865,13.961999893188477,5,1.2999999523162842,328330.75040927617,4689357.783685976,230115.40625,19,T
1697669888.708513,335,16,40,GPS1_Frame,42.33755166666667,-71.08387,13.532999992370605,5,1.2999999523162842,328330.35209718643,4689358.348992279,230116.40625,19,T
1697669889.7072914,336,17,40,GPS1_Frame,42.337556666666664,-71.08387666666667,13.107000350952148,1,0.8999999761581421,328329.81647910544,4689358.91766347,230117.40625,19,T
1697669890.70579,337,18,40,GPS1_Frame,42.337561666666666,-71.08388166666667,12.717000007629395,5,1.7000000476837158,328329.41816715966,4689359.482969832,230118.40625,19,T
1697669891.7027311,338,19,40,GPS1_Frame,42.33756833333333,-71.08388833333333,12.725000381469727,5,1.399999976158142,328328.88708466734,4689360.236711686,230119.40625,19,T
1697669892.703243,339,20,40,GPS1_Frame,42.33757333333333,-71.08389333333334,12.47599983215332,5,1.2999999523162842,328328.4887728769,4689360.802018105,230120.40625,19,T
1697669893.7047334,340,21,40,GPS1_Frame,42.33758,-71.08390166666666,12.822999954223633,5,5.800000190734863,328327.8203845887,4689361.559124941,230121.40625,19,T
1697669894.7049644,341,22,40,GPS1_Frame,42.33759166666667,-71.08391166666667,14.21399974822998,5,1.399999976158142,328327.0282968803,4689362.874808525,230122.40625,19,T
1697669895.7035544,342,23,40,GPS1_Frame,42.33759666666667,-71.08391833333333,14.28499984741211,5,1.7000000476837158,328326.4926794315,4689363.443479993,230123.40625,19,T
1697669896.7088215,343,24,40,GPS1_Frame,42.3376,-71.08392333333333,14.196999549865723,5,1.600000023841858,328326.0898325246,4689363.8237159755,230124.40625,19,T
1697669897.6969674,344,25,40,GPS1_Frame,42.337605,-71.08392833333333,14.265000343322754,5,1.2999999523162842,328325.69152117724,4689364.38902257,230125.40625,19,T
1697669898.7013636,345,26,40,GPS1_Frame,42.33761,-71.083935,14.199999809265137,5,4.099999904632568,328325.1559039565,4689364.957694148,230126.40625,19,T
1697669899.7026904,346,27,40,GPS1_Frame,42.33761333333333,-71.08394,13.958000183105469,5,1.7000000476837158,328324.7530572113,4689365.337930212,230127.40625,19,T
1697669900.7029886,347,28,40,GPS1_Frame,42.33761833333333,-71.083945,13.829999923706055,5,1.5,328324.354746061,4689365.903236889,230128.40625,19,T
1697669901.7003453,348,29,40,GPS1_Frame,42.337625,-71.08395166666666,14.010000228881836,5,1.2999999523162842,328323.8236646344,4689366.656979165,230129.40625,19,T
1697669902.707937,349,30,40,GPS1_Frame,42.337628333333335,-71.08395666666667,13.857000350952148,5,1.399999976158142,328323.4208180641,4689367.037215313,230130.40625,19,T
1697669903.707092,350,31,40,GPS1_Frame,42.337633333333336,-71.08396166666667,14.003999710083008,5,4.0,328323.0225071244,4689367.602522073,230131.40625,19,T
1697669904.7104995,351,32,40,GPS1_Frame,42.33763833333333,-71.08396833333333,14.28499984741211,5,1.100000023841858,328322.4868903748,4689368.171193871,230132.40625,19,T
1697669905.7067916,352,33,40,GPS1_Frame,42.337645,-71.08397833333333,14.795999526977539,5,1.2000000476837158,328321.68119759974,4689368.931666356,230133.40625,19,T
1697669906.7097156,353,34,40,GPS1_Frame,42.337651666666666,-71.083985,15.369999885559082,5,1.2000000476837158,328321.15011670406,4689369.685408852,230134.40625,19,T
