Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1700087168.3315635,0,80768,0,GPS1_Frame,42.33531,-71.09637500000001,11.5,1.3,327294.00768895744,4689134.751235357,0.0,19,T
1700087169.33376,0,80769,0,GPS1_Frame,42.33533666666667,-71.09646333333333,11.6,1.3,327286.80320502224,4689137.891776924,0.0,19,T
1700087170.3326776,0,80770,0,GPS1_Frame,42.335365,-71.09655666666666,11.6,1.3,327279.1913572532,4689141.227552761,0.0,19,T
1700087171.334869,0,80771,0,GPS1_Frame,42.33539333333333,-71.09665833333334,11.7,1.2,327270.89296202245,4689144.580264561,0.0,19,T
1700087172.3337595,0,80772,0,GPS1_Frame,42.33542166666666,-71.09676666666665,11.8,1.2,327262.0453310588,4689147.94652912,0.0,19,T
1700087173.3336732,0,80773,0,GPS1_Frame,42.335451666666664,-71.09688,11.9,1.2,327252.79033938324,4689151.50803335,0.0,19,T
1700087174.3338537,0,80774,0,GPS1_Frame,42.335480000000004,-71.09699666666667,11.8,1.2,327243.25617141166,4689154.891251516,0.0,19,T
1700087175.334321,0,80775,0,GPS1_Frame,42.33550833333334,-71.097115,11.7,1.2,327233.5847014296,4689158.277869178,0.0,19,T
1700087176.335301,0,80776,0,GPS1_Frame,42.33553666666667,-71.09723333333334,11.7,1.2,327223.91324018757,4689161.66450048,0.0,19,T
1700087177.3343134,0,80777,0,GPS1_Frame,42.335566666666665,-71.09735500000001,11.6,1.2,327213.97173125175,4689165.242989349,0.0,19,T
1700087178.3376744,0,80778,0,GPS1_Frame,42.33559666666667,-71.09748166666667,11.5,1.2,327203.6183005209,4689168.8316531265,0.0,19,T
1700087179.336914,0,80779,0,GPS1_Frame,42.33562833333334,-71.09761166666667,11.4,1.2,327192.99482409144,4689172.612177296,0.0,19,T
1700087180.3360941,0,80780,0,GPS1_Frame,42.335660000000004,-71.097745,11.4,1.2,327182.0967377872,4689176.39949244,0.0,19,T
1700087181.3359213,0,80781,0,GPS1_Frame,42.33569166666666,-71.09787833333333,11.4,1.2,327171.1986624881,4689180.186824898,0.0,19,T
1700087182.33611,0,80782,0,GPS1_Frame,42.335723333333334,-71.09801333333333,11.6,1.2,327160.16328802356,4689183.977562365,0.0,19,T
1700087183.336194,0,80783,0,GPS1_Frame,42.33575333333333,-71.09814833333333,11.8,1.8,327149.12335836724,4689187.583246889,0.0,19,T
